218, 5, 212
204, 4, 199
209, 6, 202
227, 5, 221
249, 6, 242
205, 4, 200
232, 5, 226
198, 4, 193
178, 2, 175
195, 4, 190
220, 4, 215
215, 4, 210
220, 5, 214
214, 4, 209
180, 3, 176
220, 4, 215
199, 4, 194
212, 4, 207
204, 5, 198
219, 6, 212
180, 2, 177
223, 6, 216
226, 5, 220
194, 3, 190
235, 6, 228
215, 5, 209
234, 5, 228
232, 5, 226
220, 5, 214
192, 3, 188
218, 4, 213
198, 3, 194
212, 5, 206
215, 4, 210
204, 3, 200
219, 6, 212
217, 5, 211
179, 3, 175
198, 3, 194
213, 4, 208
200, 3, 196
230, 6, 223
241, 6, 234
241, 5, 235
231, 6, 224
209, 5, 203
231, 5, 225
219, 6, 212
224, 5, 218
230, 5, 224
213, 4, 208
216, 5, 210
212, 5, 206
199, 3, 195
197, 3, 193
205, 4, 200
227, 5, 221
235, 5, 229
208, 4, 203
198, 4, 193
216, 4, 211
227, 5, 221
256, 8, 247
189, 3, 185
222, 5, 216
210, 4, 205
223, 5, 217
201, 3, 197
206, 4, 201
172, 3, 168
215, 5, 209
235, 6, 228
214, 4, 209
201, 3, 197
215, 5, 209
217, 5, 211
216, 5, 210
235, 5, 229
235, 5, 229
214, 4, 209
232, 6, 225
233, 5, 227
217, 4, 212
227, 6, 220
199, 3, 195
207, 4, 202
215, 5, 209
203, 4, 198
200, 3, 196
224, 5, 218
186, 2, 183
212, 3, 208
212, 4, 207
202, 4, 197
240, 7, 232
197, 3, 193
188, 3, 184
200, 3, 196
199, 3, 195
220, 4, 215
